date,open,high,low,close,volume,edit_count,sentiment,neg_sentiment,tomorrow,target
2014-09-17,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,21056800,3.6,-0.2109591493572619,0.5134220354808591,424.44000244140625,0
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200,3.2666666666666666,-0.2633956132468834,0.5419934640522877,394.7959899902344,0
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,3.466666666666667,-0.2288469451802229,0.5086601307189543,408.90399169921875,1
2014-09-20,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,36863600,3.4,-0.2087226322760769,0.4975490196078431,398.8210144042969,0
2014-09-21,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,3.333333333333333,-0.1950456127329589,0.486437908496732,402.1520080566406,1
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,2.2,-0.1828846939735942,0.4472222222222222,435.7909851074219,1
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,2.4,-0.1505873638722631,0.4305555555555556,423.2049865722656,0
2014-09-24,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,30627700,2.466666666666667,-0.2089780468079779,0.4638888888888889,411.5740051269531,0
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,2.6,-0.2535182719429334,0.4861111111111111,404.42498779296875,0
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,21460800,2.6,-0.2535182719429334,0.4861111111111111,399.5199890136719,0
2014-09-27,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,2.7333333333333334,-0.2577197914322217,0.5194444444444445,377.1809997558594,0
2014-09-28,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,23613300,2.333333333333333,-0.213131510383553,0.4638888888888889,375.4670104980469,0
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,4.466666666666667,-0.138477311606961,0.4255050505050505,386.9440002441406,1
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,5.266666666666667,-0.1823244462169782,0.4471717171717172,383.614990234375,0
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,6.2,-0.2094334850467817,0.4947907647907648,375.0719909667969,0
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,6.066666666666666,-0.2437966704127764,0.5114574314574315,359.5119934082031,0
2014-10-03,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,30901200,6.333333333333333,-0.1643647100949528,0.467012987012987,328.8659973144531,0
2014-10-04,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,47236500,6.133333333333334,-0.1091788993700586,0.4336796536796536,320.510009765625,0
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,6.933333333333334,-0.1547379849208209,0.4574891774891775,330.0790100097656,1
2014-10-06,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800,7.133333333333334,-0.1862075032644285,0.4774891774891774,336.18701171875,1
2014-10-07,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,7.4,-0.2236277105264677,0.5274891774891776,352.94000244140625,1
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,7.4,-0.2252522708826078,0.5274891774891776,365.0260009765625,1
2014-10-09,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,7.6,-0.224794295283107,0.5274891774891776,361.56201171875,0
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,7.666666666666667,-0.246781918590547,0.5386002886002886,362.29901123046875,1
2014-10-11,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200,8.133333333333333,-0.2793468765271518,0.5862193362193362,378.54901123046875,1
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800,8.0,-0.2751453570378635,0.5528860028860029,390.41400146484375,1
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,9.466666666666669,-0.3168748820404297,0.6074314574314574,400.8699951171875,1
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,8.466666666666667,-0.3619223753545306,0.631000481000481,394.77301025390625,0
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,8.933333333333334,-0.3492878650449227,0.6244572711239378,382.5559997558594,0
2014-10-16,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000,9.666666666666666,-0.3463371531588347,0.6221715568382234,383.75799560546875,1
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700,10.466666666666669,-0.3368736467894709,0.6174096520763187,391.4419860839844,1
2014-10-18,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800,10.066666666666666,-0.3508072808851927,0.5951874298540965,389.5459899902344,0
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,10.933333333333334,-0.4649472646527476,0.6618540965207631,382.8450012207031,0
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,10.866666666666667,-0.455096243554181,0.6559932906599574,386.4750061035156,1
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,10.8,-0.4175100906032584,0.6359932906599574,383.1579895019531,0
2014-10-22,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,11641300,11.266666666666667,-0.4433898513671203,0.652659957326624,358.4169921875,0
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,11.266666666666667,-0.4412216360525731,0.652659957326624,358.3450012207031,0
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,11.066666666666666,-0.3534520230514913,0.6082155128821795,347.27099609375,0
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,11.2,-0.4169079143295464,0.6415488462155129,354.7040100097656,1
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,11.2,-0.3605812570797324,0.6129774176440843,352.989013671875,0
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,11.266666666666667,-0.4271504184948325,0.6796440843107511,357.6180114746094,1
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,9.933333333333334,-0.4509939917544173,0.6917652964319632,335.59100341796875,0
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,9.4,-0.429296514607986,0.6799134445801112,345.30499267578125,1
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,8.6,-0.412452569599249,0.6720122100122101,338.3210144042969,0
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,8.0,-0.4145665062817912,0.6725122100122101,325.7489929199219,0
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,8.4,-0.4365842588383649,0.6839407814407815,325.8919982910156,1
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,10.8,-0.4318319254313161,0.7135704110704111,327.5539855957031,1
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500,11.4,-0.3926754567466872,0.6932805559979474,330.49200439453125,1
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500,11.333333333333334,-0.3749490672305741,0.6864429491603404,339.4859924316406,1
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200,11.666666666666666,-0.3949653968281179,0.6975540602714516,349.2900085449219,1
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000,12.4,-0.3466929735174045,0.6733116360290272,342.4150085449219,0
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200,13.333333333333334,-0.3572833773479681,0.6788671915845829,345.4880065917969,1
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470,15.133333333333333,-0.4299185608147735,0.7166449693623608,363.2640075683594,1
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600,16.666666666666668,-0.3999398484378099,0.7028518659140848,366.92401123046875,1
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,30450100,16.866666666666667,-0.4752776185365415,0.7438042468664657,367.69500732421875,1
